supplier_id,contract_text,clause_risk_score
S_08962,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,50.63
S_08963,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.72
S_08964,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.54
S_08965,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.28
S_08966,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.29
S_08967,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.04
S_08968,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.75
S_08969,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.58
S_08970,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,15.28
S_08971,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.38
S_08972,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,19.09
S_08973,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.89
S_08974,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.38
S_08975,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.58
S_08976,No clear penalty clause; termination ambiguous.,55.05
S_08977,Standard contract with net 30 payment terms.,30.39
S_08978,Supplier notified raw material shortages causing delays.,49.54
S_08979,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.7
S_08980,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.79
S_08981,Penalty clause included for delayed delivery.,17.37
S_08982,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.19
S_08983,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.01
S_08984,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.98
S_08985,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.81
S_08986,Payment terms: net 30 days.,29.81
S_08987,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.41
S_08988,Standard contract with net 30 payment terms.,30.18
S_08989,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.89
S_08990,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,45.41
S_08991,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.95
S_08992,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.8
S_08993,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.04
S_08994,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.59
S_08995,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.69
S_08996,Penalty clause included for delayed delivery. Payment terms: net 30 days.,22.04
S_08997,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.55
S_08998,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.26
S_08999,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,46.51
S_09000,No clear penalty clause; termination ambiguous.,59.22
S_09001,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.36
S_09002,Standard contract with net 30 payment terms.,28.78
S_09003,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.46
S_09004,Long-term partnership clause with annual reviews.,30.45
S_09005,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.69
S_09006,Payment terms: net 30 days.,33.35
S_09007,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.91
S_09008,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.27
S_09009,Penalty clause included for delayed delivery.,15.53
S_09010,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.29
S_09011,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.74
S_09012,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.68
S_09013,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.12
S_09014,Long-term partnership clause with annual reviews.,31.67
S_09015,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.52
S_09016,Standard contract with net 30 payment terms.,27.45
S_09017,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.42
S_09018,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.62
S_09019,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.61
S_09020,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.2
S_09021,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.18
S_09022,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.15
S_09023,Penalty clause included for delayed delivery. Payment terms: net 30 days.,16.32
S_09024,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.23
S_09025,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.5
S_09026,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.38
S_09027,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.84
S_09028,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.17
S_09029,Supplier notified raw material shortages causing delays.,47.25
S_09030,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.92
S_09031,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.78
S_09032,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.22
S_09033,Supplier notified raw material shortages causing delays.,44.89
S_09034,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.62
S_09035,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.2
S_09036,Payment terms: net 30 days.,34.82
S_09037,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.75
S_09038,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.17
S_09039,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.18
S_09040,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.71
S_09041,Payment terms: net 30 days.,25.41
S_09042,Penalty clause included for delayed delivery.,17.74
S_09043,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.44
S_09044,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.95
S_09045,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.06
S_09046,Long-term partnership clause with annual reviews.,32.96
S_09047,Standard contract with net 30 payment terms.,31.13
S_09048,Payment terms: net 30 days.,32.75
S_09049,Long-term partnership clause with annual reviews.,27.68
S_09050,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.36
S_09051,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.69
S_09052,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.63
S_09053,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.81
S_09054,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.84
S_09055,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.52
S_09056,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.8
S_09057,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.49
S_09058,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.17
S_09059,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.27
S_09060,Penalty clause included for delayed delivery.,19.9
S_09061,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.59
S_09062,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.41
S_09063,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.26
S_09064,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.41
S_09065,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.1
S_09066,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.43
S_09067,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.03
S_09068,No clear penalty clause; termination ambiguous.,53.46
S_09069,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.56
S_09070,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,34.21
S_09071,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.41
S_09072,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.4
S_09073,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.1
S_09074,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.89
S_09075,No clear penalty clause; termination ambiguous.,56.58
S_09076,Payment terms: net 30 days.,30.13
S_09077,Payment terms: net 30 days.,26.07
S_09078,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.7
S_09079,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.13
S_09080,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.22
S_09081,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.9
S_09082,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.81
S_09083,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.14
S_09084,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.24
S_09085,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.16
S_09086,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.13
S_09087,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,46.26
S_09088,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.11
S_09089,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.88
S_09090,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.61
S_09091,Standard contract with net 30 payment terms.,33.56
S_09092,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.1
S_09093,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.34
S_09094,Standard contract with net 30 payment terms.,32.04
S_09095,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.39
S_09096,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.86
S_09097,Payment terms: net 30 days.,28.44
S_09098,Long-term partnership clause with annual reviews.,34.58
S_09099,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.11
S_09100,Standard contract with net 30 payment terms.,29.86
S_09101,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.98
S_09102,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.62
S_09103,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.39
S_09104,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.39
S_09105,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.85
S_09106,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.16
S_09107,Penalty clause included for delayed delivery.,20.7
S_09108,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.77
S_09109,Supplier notified raw material shortages causing delays.,48.13
S_09110,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.52
S_09111,Standard contract with net 30 payment terms.,25.94
S_09112,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.46
S_09113,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.94
S_09114,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.89
S_09115,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.65
S_09116,Standard contract with net 30 payment terms.,28.42
S_09117,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,47.51
S_09118,No clear penalty clause; termination ambiguous.,51.56
S_09119,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.93
S_09120,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.89
S_09121,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.17
S_09122,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.58
S_09123,No clear penalty clause; termination ambiguous.,56.33
S_09124,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.19
S_09125,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.14
S_09126,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.41
S_09127,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.79
S_09128,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.78
S_09129,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,55.27
S_09130,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.69
S_09131,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.3
S_09132,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.72
S_09133,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.69
S_09134,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.43
S_09135,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.99
S_09136,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.63
S_09137,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.05
S_09138,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.84
S_09139,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.54
S_09140,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.47
S_09141,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.46
S_09142,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.63
S_09143,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.33
S_09144,Supplier notified raw material shortages causing delays.,48.91
S_09145,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.85
S_09146,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.11
S_09147,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.43
S_09148,Penalty clause included for delayed delivery. Payment terms: net 30 days.,22.28
S_09149,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.16
S_09150,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.04
S_09151,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.51
S_09152,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.32
S_09153,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.4
S_09154,Supplier notified raw material shortages causing delays.,46.71
S_09155,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.22
S_09156,Long-term partnership clause with annual reviews.,29.55
S_09157,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.8
S_09158,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.6
S_09159,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.36
S_09160,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.09
S_09161,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.75
S_09162,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.07
S_09163,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.29
S_09164,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.85
S_09165,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.06
S_09166,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.71
S_09167,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.56
S_09168,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.88
S_09169,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.23
S_09170,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.86
S_09171,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.91
S_09172,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.78
S_09173,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.74
S_09174,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.96
S_09175,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.72
S_09176,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.95
S_09177,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.59
S_09178,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,23.23
S_09179,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.33
S_09180,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.08
S_09181,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,46.03
S_09182,Supplier notified raw material shortages causing delays.,47.63
S_09183,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,46.21
S_09184,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.02
S_09185,Standard contract with net 30 payment terms.,29.29
S_09186,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.7
S_09187,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.08
S_09188,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.13
S_09189,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.2
S_09190,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.95
S_09191,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.33
S_09192,No clear penalty clause; termination ambiguous.,54.81
S_09193,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.36
S_09194,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.76
S_09195,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.86
S_09196,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.53
S_09197,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.08
S_09198,Penalty clause included for delayed delivery. Payment terms: net 30 days.,17.44
S_09199,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.28
S_09200,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.24
S_09201,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.06
S_09202,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.85
S_09203,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.19
S_09204,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.2
S_09205,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.13
S_09206,Penalty clause included for delayed delivery.,22.66
S_09207,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.13
S_09208,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.6
S_09209,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.46
S_09210,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.3
S_09211,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.1
S_09212,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.31
S_09213,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.93
S_09214,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,42.17
S_09215,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.47
S_09216,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.05
S_09217,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.34
S_09218,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,24.85
S_09219,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.12
S_09220,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.19
S_09221,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.28
S_09222,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,40.71
S_09223,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.96
S_09224,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.31
S_09225,Supplier notified raw material shortages causing delays.,40.54
S_09226,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.47
S_09227,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,44.81
S_09228,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.55
S_09229,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.69
S_09230,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.64
S_09231,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.14
S_09232,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.49
S_09233,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,42.69
S_09234,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.03
S_09235,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,57.69
S_09236,Standard contract with net 30 payment terms.,25.43
S_09237,No clear penalty clause; termination ambiguous.,51.42
S_09238,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.02
S_09239,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.56
S_09240,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.19
